,gene_pair,gene_1,gene_2,study_origin,cell_line_origin,GEMINI_SCORE_SL_score_SensitiveLethality,GEMINI_SCORE_SL_score_SensitiveRecovery,GEMINI_SCORE_SL_score_Strong,HORLBECK_SCORE_SL_score,HORLBECK_SCORE_standard_error,MAGECK_SCORE_SL_score,MAGECK_SCORE_Z_SL_score,MAGECK_SCORE_standard_error,MEDIAN_B_SCORE_SL_score,MEDIAN_B_SCORE_Z_SL_score,MEDIAN_B_SCORE_standard_error,MEDIAN_NB_SCORE_SL_score,MEDIAN_NB_SCORE_Z_SL_score,MEDIAN_NB_SCORE_standard_error,SGRA_DERIVED_B_SCORE_SL_score,SGRA_DERIVED_NB_SCORE_SL_score
244,CDC6|HSP90AA1,CDC6,HSP90AA1,36060092,22RV1,0.03714088225108,,0.03714088225108,-0.10679448231005888,0.18679626019712725,,,,-0.018758449361248264,-0.1750449491632234,0.10716361397983928,0.02116014786127307,0.19745646003739603,0.10716361397983928,0.5531334294509225,1.0929235391062138
245,CDC6|HSP90B1,CDC6,HSP90B1,36060092,22RV1,0.073559881524032,,0.0454575799046382,0.2787089936893952,0.1273195255696105,,,,0.010825480061064319,0.10184669417925,0.10629191402139664,0.050744077283585654,0.47740298733703146,0.10629191402139664,0.11150792087405496,0.556854358834643
246,CDC6|IGF1R,CDC6,IGF1R,36060092,22RV1,0.207048649251282,,0.107571030417243,-0.090478193422509,0.13297031515936425,,,,-0.00010546932035415679,-0.0009588664090808745,0.10999375862509864,0.03981312790216718,0.3619580638012903,0.10999375862509864,0.4377568375005193,0.672446398076543
247,CDC6|IGFBP5,CDC6,IGFBP5,36060092,22RV1,-0.0400248694176852,,-0.0400248694176852,-0.2462414126424236,0.15541896976976874,,,,-0.0691327305617615,-0.674823162164908,0.10244569901835614,-0.029214133339240167,-0.2851670067086526,0.10244569901835614,-0.4191289290161629,-0.07609278011460914
248,CDC6|INSR,CDC6,INSR,36060092,22RV1,0.0064809271422997,,0.0064809271422997,0.07748556542288094,0.18727869793945456,,,,-0.06772775139321663,-0.6183446297651914,0.1095307505442966,-0.027809154170695294,-0.2538935781276206,0.1095307505442966,-0.03961932034844795,0.31761685590114486
249,CDC6|IRS1,CDC6,IRS1,36060092,22RV1,0.0207408537488116,,0.0207408537488116,-0.5741624650300822,0.18870622233063006,,,,-0.13471744859177637,-1.351949136222966,0.09964683210504933,-0.09479885136925503,-0.9513483707070238,0.09964683210504933,-2.062154038239232,-1.6780064766100822
250,CDC6|JUN,CDC6,JUN,36060092,22RV1,-0.0070838937490588,,-0.0070838937490588,-0.3541898077507845,0.1420174351652429,,,,-0.12349765530646994,-1.2829919157114185,0.09625754752943283,-0.08357905808394861,-0.8682857628217933,0.09625754752943283,-0.9899868611847005,-0.6221009830022703
251,CDC6|LIMK1,CDC6,LIMK1,36060092,22RV1,0.0730132139194187,,0.0730132139194187,-0.6676872068212805,0.16853146885830741,,,,-0.11976748341390842,-1.1107802419932933,0.1078228427965066,-0.07984888619138708,-0.740556306255859,0.1078228427965066,-2.2412561689309505,-1.5296321569195248
252,CDC6|MAP2K1,CDC6,MAP2K1,36060092,22RV1,0.077295215079579,,0.077295215079579,-0.0951742094223835,0.13402198162602866,,,,-0.03796066628022743,-0.3454183226984125,0.10989766258974973,0.001957930942293906,0.017815947092550122,0.10989766258974973,-0.06412161016750977,0.20698662797541706
253,CDC6|MAP3K1,CDC6,MAP3K1,36060092,22RV1,0.0663004312749791,,0.0663004312749791,-0.40596045833197997,0.14855679948548928,,,,0.022383434203324004,0.2125112433193715,0.1053282351262948,0.06230203142584534,0.5915036110796076,0.1053282351262948,-0.07151885548911006,0.26362074453510903
254,CDC6|MAPK1,CDC6,MAPK1,36060092,22RV1,0.0303347209830038,,0.0303347209830038,-0.36126650203497707,0.1293424424257823,,,,-0.022702919902659158,-0.20117675213222985,0.1128506135129219,0.017215677319862177,0.1525528021865021,0.1128506135129219,-0.3647294998561137,0.05754161423687165
255,CDC6|MAPK13,CDC6,MAPK13,36060092,22RV1,0.0561918364160136,,0.0561918364160136,-0.42372321944158053,0.13993058071279088,,,,-0.09744921310710364,-0.957597347412731,0.10176428889490477,-0.0575306158845823,-0.5653320679516172,0.10176428889490477,-0.658419401177726,-0.29742883454244773
256,CDC6|MAPK3,CDC6,MAPK3,36060092,22RV1,0.11726148457055,,0.11726148457055,-0.2162455355602775,0.2579207379339223,,,,-0.09274370750070027,-0.8293921520790157,0.11182129860792875,-0.05282511027817893,-0.47240651768314684,0.11182129860792875,-0.0032092079832499176,0.18541024078705198
257,CDC6|MAPK8,CDC6,MAPK8,36060092,22RV1,0.0316756075023842,,0.0316756075023842,-0.758737638430488,0.21204696142812585,,,,-0.20388198648967215,-2.003302770842743,0.10177292691703498,-0.16396338926715082,-1.6110707850705064,0.10177292691703498,-1.2392956471822172,-0.7694092561500926
258,CDC6|MTOR,CDC6,MTOR,36060092,22RV1,,-0.288779713232198,-0.0199404707375394,-0.08234806363423819,0.22399684340544623,,,,0.02007812812788501,0.19105918058844887,0.10508852841326852,0.059996725350406344,0.5709160291451102,0.10508852841326852,0.6907253984594778,1.1348211463742264
259,CDC6|MYC,CDC6,MYC,36060092,22RV1,0.208896252653765,,0.0460130973029591,0.01486640379162931,0.20728048779626745,,,,0.07034647964525975,0.6605584053108249,0.10649547273894473,0.11026507686778109,1.035396848634842,0.10649547273894473,1.1067372247204845,1.314610770578197
260,CDC6|NRAS,CDC6,NRAS,36060092,22RV1,0.0719971204020737,,0.0719971204020737,-0.2260626006403942,0.21417792591110682,,,,-0.04326554899582291,-0.48856722171400435,0.0885559797565575,-0.0033469517733015763,-0.03779475742352381,0.0885559797565575,-0.34874186335968116,0.14849915776496075
261,CDC6|NXF2,CDC6,NXF2,36060092,22RV1,-0.0443832841281797,,-0.0443832841281797,0.3881263977477721,0.1746631210998287,,,,0.007709983858666725,0.06419757211371616,0.12009774832309345,0.04762858108118806,0.3965817989614183,0.12009774832309345,0.4126120677568971,0.5959735376438595
262,CDC6|NXF2B,CDC6,NXF2B,36060092,22RV1,-0.0739516028961856,,-0.0739516028961855,0.10822736027309926,0.15844652827050004,,,,-0.10202392343773914,-0.8737397019646764,0.11676695382884612,-0.062105326215217804,-0.531874166266683,0.11676695382884612,-0.6338798554224035,-0.4760554491699217
263,CDC6|PARP1,CDC6,PARP1,36060092,22RV1,0.139430215991085,,0.139430215991085,-0.3482451902969364,0.22009808949723447,,,,-0.0011969826878486245,-0.010675995142150632,0.11211907385783032,0.03872161453467271,0.34536152683327237,0.11211907385783032,-0.5376097487155785,-0.3255885570936689
264,CDC6|PIK3CA,CDC6,PIK3CA,36060092,22RV1,0.0533788181953768,,0.0533788181953768,0.20843599016138137,0.21282006579513502,,,,0.017999544314259985,0.1582356328219628,0.11375152355545598,0.05791814153678132,0.509163655364538,0.113751523555456,0.8226190562107959,1.0703360880578385
265,CDC6|PLD1,CDC6,PLD1,36060092,22RV1,0.023941674425374,,0.023941674425374,-0.7314945092527302,0.2551910701437354,,,,-0.13661942929228355,-1.2865539570421485,0.10619020566100346,-0.09670083206976221,-0.9106379582545054,0.10619020566100346,-1.807912273009895,-1.4086401866119207
266,CDC6|PLK1,CDC6,PLK1,36060092,22RV1,,-0.254528948522406,-0.128305686880137,0.17444408437235828,0.1784260645616961,,,,0.11884921551461769,0.8905488662437361,0.13345614150957733,0.15876781273713902,1.1896628430977472,0.13345614150957733,1.7367112062453092,1.9964372599151212
267,CDC6|POLD1,CDC6,POLD1,36060092,22RV1,-0.0093127411071628,,-0.0093127411071628,0.48306806313738954,0.13785964937407913,,,,0.029024413064819843,0.20987793873172345,0.1382918721243985,0.06894301028734118,0.49853262688731603,0.1382918721243985,0.3039037099591665,0.492870935691391
268,CDC6|PSMB2,CDC6,PSMB2,36060092,22RV1,,-0.222738818628367,-0.0939504984513812,-0.4513712704827319,0.21197575908897703,,,,0.00964012642614609,0.07263134528734977,0.13272680532085798,0.049558723648667424,0.3733889588381382,0.13272680532085798,0.5388611770326771,0.7461226263446998
269,CDC6|PSMB5,CDC6,PSMB5,36060092,22RV1,,-0.196298872048005,-0.0469609493048015,0.231551847540818,0.17038302777126046,,,,-0.03058718537724392,-0.2009970192949542,0.15217730832295867,0.009331411845277415,0.06131933826476812,0.15217730832295867,1.47371273428911,1.645760641281985
270,CDC6|RHEB,CDC6,RHEB,36060092,22RV1,0.0239323849424337,,0.0239323849424337,-0.11118562735847275,0.3155474695083247,,,,0.04553371688207575,0.3255182883114015,0.13988067189182532,0.08545231410459708,0.6108943640954226,0.13988067189182532,-0.24830630810266302,-0.08159113530176196
271,CDC6|TGFBR2,CDC6,TGFBR2,36060092,22RV1,0.0107939130648637,,0.0107939130648637,0.02199889607071052,0.1806572256130121,,,,0.19048278645952532,1.5290411940830526,0.12457662173958337,0.23040138368204666,1.8494752905057965,0.12457662173958337,1.330703048488294,1.6673581533408073
272,CDC6|TOP2A,CDC6,TOP2A,36060092,22RV1,0.146155342815262,,0.0378388852523576,-0.029104949787257573,0.20251374893922036,,,,0.20438559937154022,1.7985474689095744,0.11363925773694222,0.24430419659406155,2.1498221781735762,0.11363925773694222,1.0893209027408277,1.3926386606462082
273,CDC6|TRIB2,CDC6,TRIB2,36060092,22RV1,-0.0639174880935594,,-0.0639174880935594,-0.07104964024442051,0.14484958604887813,,,,-0.005912442567062026,-0.05991716504960952,0.09867694110972558,0.03400615465545931,0.34462108647698714,0.09867694110972558,-0.07162452686906098,0.29882841167567625
274,CDC6|TRIM25,CDC6,TRIM25,36060092,22RV1,-0.0636696682614236,,-0.0636696682614236,0.046075246203306865,0.12944726307009274,,,,0.07318980070925063,0.7314902493379716,0.1000557434299232,0.11310839793177196,1.1304538255816425,0.1000557434299232,0.6329661309099861,0.8294688455603569
275,CDC6|ULK1,CDC6,ULK1,36060092,22RV1,0.0039880752829539,,0.0039880752829539,0.49515823282873156,0.13487960598778295,,,,0.20312833832166088,2.130638608990861,0.09533683350357994,0.24304693554418222,2.549349780272026,0.09533683350357994,1.2295028807296975,1.5874341445416347
276,CDC6|UPF2,CDC6,UPF2,36060092,22RV1,0.0313786615123005,,0.0313786615123005,-0.15153381249347783,0.23183236921766048,,,,0.13325706454475705,1.2971414183194556,0.10273133111222492,0.1731756617672784,1.6857141817631005,0.10273133111222492,0.5483443590840575,0.7221002963574614
277,CDC6|UPF3A,CDC6,UPF3A,36060092,22RV1,0.0373881418846272,,0.0373881418846272,0.355977947782622,0.1572537876991942,,,,0.09422836246851585,0.8331152323619606,0.1131036365778231,0.13414695969103718,1.1860534616739296,0.1131036365778231,1.231678848776976,1.444456448602395
278,CDC6|WNT5A,CDC6,WNT5A,36060092,22RV1,-0.0144662500067694,,-0.0144662500067694,0.16901539030181165,0.21592347502740872,,,,-0.027843678494938295,-0.2914895178131098,0.09552205754716173,0.01207491872758304,0.12640974281381384,0.09552205754716173,-0.7914440196434559,-0.46598344172983985
279,CDK2|CTNNB1,CDK2,CTNNB1,36060092,22RV1,-0.173518061287722,,-0.173518061287722,0.534526771413222,0.18439667064844523,,,,0.026144158597833478,0.36936625141066465,0.07078112442050417,0.06606275582035481,0.9333386034938077,0.07078112442050417,0.6175645658834948,1.0789802131902206
280,CDK2|DHFR,CDK2,DHFR,36060092,22RV1,0.113334629133,,0.0652420334583659,0.4165494279695282,0.2010709445821065,,,,0.2530631221647428,2.5905615627743916,0.0976865888080737,0.29298171938726414,2.9992010465519447,0.0976865888080737,1.8312863490237787,2.3125855079062045
281,CDK2|ETF1,CDK2,ETF1,36060092,22RV1,,-0.193237824078145,-0.197696990417587,-0.7037380674912502,0.14246789330385765,,,,0.020946951796843027,0.12154853246990932,0.17233405760804785,0.06086554901936436,0.35318351963716543,0.17233405760804785,0.18864068636928333,0.6048052824853425
282,CDK2|EZH2,CDK2,EZH2,36060092,22RV1,-0.0700164112874868,,-0.0700164112874868,0.21020467905891843,0.12145643164927908,,,,-0.031325473149725,-0.4669982630179817,0.06707835045741663,0.008593124072796332,0.12810577502575154,0.06707835045741663,0.6411132225839389,1.058927046198733
283,CDK2|GART,CDK2,GART,36060092,22RV1,0.0072519293633184,,0.0072519293633184,-0.22682268063580993,0.14755665324765044,,,,0.04681290272299421,0.6637247936676691,0.0705305921514719,0.08673149994551554,1.2297004363617208,0.0705305921514719,0.30896771074648155,0.727687808276421
284,CDK2|GRB2,CDK2,GRB2,36060092,22RV1,-0.0155838174585698,,-0.0155838174585698,0.23262076650898947,0.12278033440630479,,,,0.070663985999182,1.0396770960775383,0.06796724316211342,0.11058258322170333,1.6269982138005081,0.06796724316211342,0.9086469771043825,1.6366389699564028
285,CDK2|HDAC1,CDK2,HDAC1,36060092,22RV1,-0.0735004610786999,,-0.0735004610786999,0.33798433370098213,0.1512777258313352,,,,0.017711925100729164,0.27364860717575323,0.06472506943678147,0.0576305223232505,0.8903895016990228,0.06472506943678147,1.8312798896309896,2.655167066718469
286,CDK2|HPRT1,CDK2,HPRT1,36060092,22RV1,0.0234897210124463,,0.0234897210124463,-0.0519227790354716,0.15364933765402597,,,,0.012052729436901277,0.18351036589911748,0.06567873906113354,0.05197132665942261,0.7912960480414808,0.06567873906113354,1.1889769230965843,1.73818198086057
287,CDK2|HSP90AA1,CDK2,HSP90AA1,36060092,22RV1,0.0648021503273423,,0.0648021503273423,-0.2181058100206205,0.09357447173111003,,,,-0.04464992174515903,-0.6262914806360914,0.07129255805908527,-0.004731324522637692,-0.06636491453591135,0.07129255805908527,-0.3037590984994257,0.1706339185343082
288,CDK2|HSP90B1,CDK2,HSP90B1,36060092,22RV1,0.12017132875906,,0.104448037919489,-0.1639814647527449,0.16577315123541156,,,,0.06062787434464356,0.848393612423713,0.07146196465510893,0.1005464715671649,1.40699282551808,0.07146196465510894,0.2941808924820432,0.8373341250817247
289,CDK2|IGF1R,CDK2,IGF1R,36060092,22RV1,0.23474062396351,,0.147642015909293,-0.3929619397424772,0.16948998176281124,,,,0.04632596265112099,0.6865319149036047,0.06747823611029878,0.08624455987364232,1.2781092815269863,0.06747823611029878,0.6536388564633853,1.1583812166564327
290,CDK2|IGFBP5,CDK2,IGFBP5,36060092,22RV1,-0.0554811252188951,,-0.0554811252188951,0.06499275664437326,0.1777917998755208,,,,-0.0003613990950355195,-0.005498272908517909,0.06572956654727724,0.039557198127485815,0.6018174195479221,0.06572956654727724,0.724539084800619,1.413179536886839
291,CDK2|INSR,CDK2,INSR,36060092,22RV1,-0.0409138068376515,,-0.0409138068376515,0.1296992319770739,0.17726016485216484,,,,0.07525941599390462,1.105991226621472,0.06804702802553272,0.11517801321642596,1.6926237127242156,0.06804702802553272,-0.5137379280316259,0.2962983915499465
292,CDK2|IRS1,CDK2,IRS1,36060092,22RV1,-0.0828779134055952,,-0.0828779134055952,-0.009945927685629134,0.14171641649364522,,,,0.056389682038328726,0.9717409480284427,0.058029541878149,0.09630827926085006,1.6596422467556116,0.058029541878149,-0.840622056664738,-0.2562986294703376
293,CDK2|JUN,CDK2,JUN,36060092,22RV1,-0.0690422388606059,,-0.0690422388606059,-0.23889597349486702,0.18287478921613848,,,,-0.012094526417183449,-0.18593012826669364,0.06504877143867376,0.027824070805337886,0.427741680433883,0.06504877143867376,-0.9322876463002927,-0.14043737579550833
294,CDK2|LIMK1,CDK2,LIMK1,36060092,22RV1,0.0399663707489468,,0.0399663707489468,-0.4168811941959787,0.1410755171616445,,,,-0.013411673171528804,-0.19817925713439363,0.06767445476109434,0.02650692405099253,0.39168286090472076,0.06767445476109434,-1.185900749426696,-0.5620041482023788
295,CDK2|MAP2K1,CDK2,MAP2K1,36060092,22RV1,0.0804196763749446,,0.0804196763749446,-0.28755808136579436,0.13105926599204765,,,,0.003942469533950721,0.06158565253884363,0.06401603898674461,0.043861066756472056,0.6851574613286224,0.06401603898674461,-0.4176070392827276,0.7254954360648438
296,CDK2|MAP3K1,CDK2,MAP3K1,36060092,22RV1,0.059654458919084,,0.059654458919084,-0.3102961940380403,0.17184907115473536,,,,-0.03299803502702714,-0.5038258709951277,0.06549491982587423,0.006920562195494195,0.10566563351620714,0.06549491982587423,0.23042840900270367,0.6209553261625712
297,CDK2|MAPK1,CDK2,MAPK1,36060092,22RV1,-0.0246147018909585,,-0.0246147018909585,-0.06489578717245162,0.10643707470257702,,,,0.012383181213719396,0.21136433185021902,0.05858690113568736,0.05230177843624073,0.892721366421305,0.05858690113568737,0.013391254868116875,0.5404574500074957
298,CDK2|MAPK13,CDK2,MAPK13,36060092,22RV1,-0.0428296637362254,,-0.0428296637362254,0.25646529340485746,0.1515753780492846,,,,0.003746313166884452,0.06727828429702003,0.055683839236227196,0.04366491038940579,0.7841576835994806,0.055683839236227196,0.17148998049136535,0.8240551604653532
299,CDK2|MAPK3,CDK2,MAPK3,36060092,22RV1,0.0327476157663125,,0.0327476157663125,0.14997233459205214,0.1971851517259732,,,,0.035625807205549975,0.5715545401536797,0.06233142194263894,0.07554440442807131,1.2119794811931572,0.06233142194263894,1.3141150064892784,1.6987962470140665
300,CDK2|MAPK8,CDK2,MAPK8,36060092,22RV1,-0.0255259399564573,,-0.0255259399564573,-0.24605185981373948,0.14385056281376446,,,,-0.10017387841906267,-1.4675187372822072,0.06826071509286563,-0.06025528119654133,-0.8827226775249385,0.06826071509286563,-0.840258402772975,-0.2933590057132945
301,CDK2|MTOR,CDK2,MTOR,36060092,22RV1,,-0.270676089728138,-0.025665083461777,-0.176252964182338,0.11616731893923068,,,,0.07072919577643821,0.9677933303257825,0.07308295434587161,0.11064779299895955,1.514002738248771,0.07308295434587161,2.1289487521601558,2.5881054222589506
302,CDK2|MYC,CDK2,MYC,36060092,22RV1,0.230164978705098,,0.0796608341341151,-0.12219453327811314,0.18597635941860505,,,,0.09901037678549507,1.6670858984422932,0.059391286842513207,0.1389289740080164,2.3392147467087527,0.059391286842513207,0.3324728235068104,0.8685206396376626
303,CDK2|NRAS,CDK2,NRAS,36060092,22RV1,0.0504696977277946,,0.0504696977277946,0.03131634421141132,0.16434859771529978,,,,-0.004846867266792287,-0.0651938740666736,0.07434544021475714,0.03507172995572905,0.47174016125830287,0.07434544021475714,0.41820916976008415,0.9140584076332208
304,CDK2|NXF2,CDK2,NXF2,36060092,22RV1,-0.110014344888324,,-0.110014344888324,0.29383240524565724,0.1192241884595278,,,,0.04917850428907444,0.8346499094765343,0.05892111618381128,0.08909710151159578,1.5121421195356686,0.05892111618381128,-0.5521994033115739,-0.022283449701115454
305,CDK2|NXF2B,CDK2,NXF2B,36060092,22RV1,-0.0515085664401002,,-0.0515085664401002,0.2097762659604972,0.18557812064097917,,,,-0.035303598919884216,-0.6409943254791277,0.05507630491657727,0.004614998302637119,0.08379280907873801,0.05507630491657727,-0.1685950037986721,0.1773100358115191
306,CDK2|PARP1,CDK2,PARP1,36060092,22RV1,0.0659606602762133,,0.0659606602762133,0.3318724717480098,0.165223054563182,,,,0.13440218328616593,1.9309628380967456,0.06960371304640928,0.17432078050868727,2.5044753056845743,0.06960371304640928,2.1833514794215043,2.8866274877871607
307,CDK2|PIK3CA,CDK2,PIK3CA,36060092,22RV1,0.13938085296696,,0.13938085296696,-0.404725398750196,0.17287231380404094,,,,0.0034923589749951134,0.03860311893183076,0.09046831115284415,0.04341095619751645,0.47984709390865743,0.09046831115284415,0.5533863655309775,0.9244873452992438
308,CDK2|PLD1,CDK2,PLD1,36060092,22RV1,-0.099372070344279,,-0.099372070344279,0.3265054880731031,0.12196886693077884,,,,0.07185703620876627,1.2244524197096454,0.05868503753359869,0.1117756334312876,1.9046700509869008,0.05868503753359869,0.5980351537924138,1.5728879201594173
309,CDK2|PLK1,CDK2,PLK1,36060092,22RV1,,-0.20702518650943,-0.163430438113292,0.4295578062404603,0.17817944236063818,,,,0.24222447170751638,2.1407470216485898,0.11314950774565566,0.2821430689300377,2.49354216868761,0.11314950774565566,2.4189025544132527,2.784936510471066
310,CDK2|POLD1,CDK2,POLD1,36060092,22RV1,-0.058005011607009,,-0.058005011607009,0.30031346092250044,0.132586986989077,,,,0.06381633424390198,0.6024863495947771,0.1059216267502556,0.10373493146642332,0.9793555353054753,0.1059216267502556,0.8648705475970141,1.3837112243047869
311,CDK2|PSMB2,CDK2,PSMB2,36060092,22RV1,,-0.203635884886938,-0.100674421412988,-0.3292806076164242,0.227212273044539,,,,0.13439738132582502,1.4166197470542403,0.09487188189017891,0.17431597854834635,1.8373829534669688,0.09487188189017891,2.180723034227024,2.594073569439766
312,CDK2|PSMB5,CDK2,PSMB5,36060092,22RV1,,-0.206088416777347,-0.0247923937956377,0.2582384188548826,0.21989598998380244,,,,0.11483580744200017,0.8994277678664968,0.1276765200549661,0.1547544046645215,1.2120819442595874,0.1276765200549661,1.77710246515873,2.059146723817207
313,CDK2|RHEB,CDK2,RHEB,36060092,22RV1,-0.0816629382525062,,-0.0816629382525062,0.9558587806778404,0.20230371664167565,,,,0.055412593965858736,0.5980382072501464,0.09265728057853141,0.09533119118838007,1.028858073463341,0.09265728057853141,1.5963462614411976,2.091942766505607
314,CDK2|TGFBR2,CDK2,TGFBR2,36060092,22RV1,-0.0511005553679511,,-0.0511005553679511,-0.011649137537667553,0.1630417006622426,,,,0.03756474484531447,0.6126844076438089,0.061311736314257834,0.0774833420678358,1.2637603618121205,0.061311736314257834,0.7378195186633172,1.207420184600581
315,CDK2|TOP2A,CDK2,TOP2A,36060092,22RV1,0.169531883610363,,0.0735944368272807,0.09216856686440217,0.18397705138089765,,,,0.11696164133356435,1.4774343164802164,0.07916537475060775,0.15688023855608568,1.9816774574781042,0.07916537475060775,1.490653721357364,1.9341109757532728
316,CDK2|TRIB2,CDK2,TRIB2,36060092,22RV1,-0.0991447575588021,,-0.0991447575588021,0.3058614453732885,0.18515137881940136,,,,0.05603078054087396,0.8578412675639783,0.06531602367415269,0.0959493777633953,1.4690021279015035,0.06531602367415269,0.20918020906538923,0.7359744982856482
317,CDK2|TRIM25,CDK2,TRIM25,36060092,22RV1,-0.0475311230708628,,-0.0475311230708628,-0.008405648214284411,0.15549958674216646,,,,0.10897999157919847,1.951578931127824,0.05584195947238402,0.1488985888017198,2.6664284385535546,0.05584195947238402,1.5981202172025686,2.6478707108157464
318,CDK2|ULK1,CDK2,ULK1,36060092,22RV1,0.0276403767496433,,0.0276403767496433,0.17602727269339688,0.15602914668208528,,,,0.17880068286280215,2.6522287080582503,0.06741525808824599,0.2187192800853235,3.244358714744099,0.06741525808824599,1.715933617206605,2.241225948720718
319,CDK2|UPF2,CDK2,UPF2,36060092,22RV1,0.0434498916774627,,0.0434498916774627,-0.3397194617463681,0.19178194751427874,,,,0.0018568764847191055,0.02198588680735259,0.08445765690461587,0.04177547370724044,0.4946321652567333,0.08445765690461587,0.3660943707338198,0.6489970844678022
320,CDK2|UPF3A,CDK2,UPF3A,36060092,22RV1,0.0382286859900398,,0.0382286859900398,0.022329376633036427,0.15840141000849584,,,,0.055854011805080095,0.8680897043604106,0.06434129045019847,0.09577260902760143,1.4885092971787917,0.06434129045019847,1.481797717341344,1.9591041085384457
321,CDK2|WNT5A,CDK2,WNT5A,36060092,22RV1,-0.0112028362643949,,-0.0112028362643949,-0.009436626882474125,0.13291822458829158,,,,0.024071152680390284,0.39974466261712166,0.060216320395116346,0.06398974990291162,1.0626645647398492,0.060216320395116346,0.11305785733191809,0.7239300413641276
322,CTNNB1|DHFR,CTNNB1,DHFR,36060092,22RV1,-0.173626461668325,,-0.173626461668325,0.3151776142504833,0.1404249838227494,,,,-0.009462556006399225,-0.0990968894831586,0.09548792152560323,0.03045604121612211,0.3189517661451654,0.09548792152560323,0.055165032141385476,1.1649369933070834
323,CTNNB1|ETF1,CTNNB1,ETF1,36060092,22RV1,,0.0498084498922661,-0.0498084498922661,-0.8872408826444664,0.6329571473631294,,,,-0.001575897160330797,-0.007465225642321329,0.2110983961953986,0.03834270006219054,0.1816342556515657,0.2110983961953986,-1.5203772729646632,-1.2026020944512248
324,CTNNB1|EZH2,CTNNB1,EZH2,36060092,22RV1,-0.152709692540097,,-0.152709692540097,0.035900196820447566,0.16110195778594802,,,,-0.06733636474913895,-1.2611455013830744,0.05339301823246599,-0.02741776752661762,-0.513508477966995,0.05339301823246599,-1.9895977028660286,-1.4122772307700924
325,CTNNB1|GART,CTNNB1,GART,36060092,22RV1,-0.163795277131464,,-0.163795277131464,0.15082770518691654,0.1832241706037665,,,,-0.00012326400119411218,-0.0018835736862080272,0.06544156042138431,0.03979533322132722,0.6081048948876121,0.06544156042138431,-0.7842426852175716,-0.12831746789856519
326,CTNNB1|GRB2,CTNNB1,GRB2,36060092,22RV1,-0.180146111846286,,-0.180146111846286,0.21958208262419485,0.11389943171060408,,,,-0.046038022469638396,-0.8683408199446554,0.053018378742776,-0.006119425247117061,-0.11542082938458127,0.05301837874277601,-0.03347101889626802,0.5333420746384788
327,CTNNB1|HDAC1,CTNNB1,HDAC1,36060092,22RV1,-0.10638021724388,,-0.10638021724388,-0.2151817637644271,0.18249903768433634,,,,-0.05972173546730142,-1.4068344899919578,0.042451145385014565,-0.019803138244780083,-0.4664924365449672,0.042451145385014565,-1.330563680973754,-0.8968485375961271
328,CTNNB1|HPRT1,CTNNB1,HPRT1,36060092,22RV1,-0.203586021504121,,-0.203586021504121,0.3844925728798062,0.12859989933535143,,,,0.051312109667734696,1.0238850127461867,0.05011510963531857,0.09123070689025603,1.8204231728540665,0.05011510963531857,0.015294754283236955,1.0386367604266902
329,CTNNB1|HSP90AA1,CTNNB1,HSP90AA1,36060092,22RV1,-0.166281373387909,,-0.166281373387909,0.2639899941753608,0.20626749479336795,,,,0.03698999285046822,0.5882723216778545,0.06287902980879052,0.07690859007298956,1.223119858987355,0.06287902980879052,0.06547744292342839,0.7846179886549614
330,CTNNB1|HSP90B1,CTNNB1,HSP90B1,36060092,22RV1,-0.153561886839874,,-0.153561886839874,0.46721496273138813,0.23484309161686942,,,,0.0154316826731975,0.27193243206671486,0.05674822438763594,0.055350279895718835,0.97536584612114,0.05674822438763594,-0.030021048166414266,0.5406983874541218
331,CTNNB1|IGF1R,CTNNB1,IGF1R,36060092,22RV1,-0.120903231066802,,-0.120903231066802,-0.1808147047850615,0.172025488736859,,,,-0.07950125032068778,-1.1640319381324058,0.06829816924803717,-0.03958265309816644,-0.5795565757321381,0.06829816924803717,-1.2777936244300694,-0.49706274540023543
332,CTNNB1|IGFBP5,CTNNB1,IGFBP5,36060092,22RV1,-0.159943247348552,,-0.159943247348552,0.1264161871890644,0.15029767979290887,,,,-0.05807005083348171,-1.1490887188415537,0.050535741828554935,-0.018151453610960377,-0.3591805117364281,0.050535741828554935,-1.0121955709346915,-0.26892904659799083
333,CTNNB1|INSR,CTNNB1,INSR,36060092,22RV1,-0.155145496034263,,-0.155145496034263,0.07634700071324635,0.15158177244309984,,,,-0.02607231985547598,-0.5249685736389244,0.04966453453537322,0.013846277367045356,0.2787960764473377,0.04966453453537322,-1.5805845565028087,-0.8150578989559848
334,CTNNB1|IRS1,CTNNB1,IRS1,36060092,22RV1,-0.114310843182013,,-0.114310843182013,-0.3993927648863904,0.12917533523162597,,,,-0.10736470968760248,-2.558600798851086,0.0419622747463432,-0.06744611246508114,-1.607303533299484,0.0419622747463432,-1.5607293401157551,-0.7715074290389953
335,CTNNB1|JUN,CTNNB1,JUN,36060092,22RV1,-0.187535704564815,,-0.187535704564815,0.23635656268485083,0.15700772243507144,,,,-0.016789333353750102,-0.3369601896012955,0.049825866294816314,0.023129263868771233,0.46420194145580784,0.049825866294816314,-0.45661099320227627,-0.07384734381896862
